Column3,Column4,Column5
[lng]) VALUES ('PR2','53.77753','-2.70722')
[lng]) VALUES ('PR25','53.69402','-2.69219')
[lng]) VALUES ('PR26','53.68743','-2.74054')
[lng]) VALUES ('PR3','53.86826','-2.71636')
[lng]) VALUES ('PR4','53.75335','-2.83271')
,,
[lng]) VALUES ('PR5','53.73107','-2.65641')
[lng]) VALUES ('PR6','53.66749','-2.61001')
[lng]) VALUES ('PR7','53.64480','-2.65205')
[lng]) VALUES ('PR8','53.62613','-3.01016')
[lng]) VALUES ('PR9','53.65974','-2.96859')
[lng]) VALUES ('RG1','51.45366','-0.96942')
[lng]) VALUES ('RG10','51.48055','-0.86224')
[lng]) VALUES ('RG12','51.40655','-0.74904')
[lng]) VALUES ('RG14','51.39957','-1.32143')
[lng]) VALUES ('RG17','51.43998','-1.48775')
[lng]) VALUES ('RG18','51.43326','-1.24180')
[lng]) VALUES ('RG19','51.39368','-1.24102')
[lng]) VALUES ('RG2','51.42655','-0.95421')
[lng]) VALUES ('RG20','51.40325','-1.33575')
[lng]) VALUES ('RG21','51.26580','-1.08974')
[lng]) VALUES ('RG22','51.24986','-1.12159')
[lng]) VALUES ('RG23','51.26083','-1.14574')
[lng]) VALUES ('RG24','51.28094','-1.07080')
[lng]) VALUES ('RG25','51.22767','-1.16211')
[lng]) VALUES ('RG26','51.34966','-1.11824')
,,
[lng]) VALUES ('RG27','51.29963','-0.94132')
[lng]) VALUES ('RG28','51.23327','-1.33391')
[lng]) VALUES ('RG29','51.24751','-0.94538')
[lng]) VALUES ('RG30','51.45133','-1.01265')
[lng]) VALUES ('RG31','51.45607','-1.04134')
[lng]) VALUES ('RG4','51.48063','-0.96882')
[lng]) VALUES ('RG40','51.39933','-0.83406')
[lng]) VALUES ('RG41','51.41574','-0.85666')
[lng]) VALUES ('RG42','51.42729','-0.75423')
[lng]) VALUES ('RG45','51.37471','-0.80020')
[lng]) VALUES ('RG5','51.45219','-0.90612')
[lng]) VALUES ('RG6','51.43893','-0.93090')
[lng]) VALUES ('RG7','51.39790','-1.07706')
[lng]) VALUES ('RG8','51.50513','-1.10516')
[lng]) VALUES ('RG9','51.54407','-0.92267')
[lng]) VALUES ('RH1','51.23683','-0.15623')
[lng]) VALUES ('RH10','51.11724','-0.15813')
[lng]) VALUES ('RH11','51.11079','-0.20554')
[lng]) VALUES ('RH12','51.07579','-0.33254')
[lng]) VALUES ('RH13','51.03701','-0.32537')
,,
[lng]) VALUES ('RH14','51.03197','-0.48245')
[lng]) VALUES ('RH15','50.95675','-0.13316')
[lng]) VALUES ('RH16','51.00204','-0.09713')
[lng]) VALUES ('RH17','51.02122','-0.11488')
[lng]) VALUES ('RH18','51.09702','0.03104')
[lng]) VALUES ('RH19','51.12474','-0.01205')
[lng]) VALUES ('RH2','51.23485','-0.20215')
[lng]) VALUES ('RH20','50.93647','-0.46990')
[lng]) VALUES ('RH3','51.23242','-0.27960')
[lng]) VALUES ('RH4','51.22871','-0.33418')
[lng]) VALUES ('RH5','51.19463','-0.34113')
[lng]) VALUES ('RH6','51.17126','-0.16170')
[lng]) VALUES ('RH7','51.17427','-0.01564')
[lng]) VALUES ('RH8','51.25130','0.00344')
[lng]) VALUES ('RH9','51.23543','-0.06889')
[lng]) VALUES ('RM1','51.58175','0.18395')
[lng]) VALUES ('RM10','51.54443','0.15909')
[lng]) VALUES ('RM11','51.56939','0.21944')
[lng]) VALUES ('RM12','51.55251','0.20852')
[lng]) VALUES ('RM13','51.52397','0.19561')
,,
[lng]) VALUES ('RM14','51.55593','0.26496')
[lng]) VALUES ('RM15','51.50800','0.27843')
[lng]) VALUES ('RM16','51.49148','0.34100')
[lng]) VALUES ('RM17','51.47910','0.33029')
[lng]) VALUES ('RM18','51.46646','0.37716')
[lng]) VALUES ('RM19','51.48250','0.24835')
[lng]) VALUES ('RM2','51.58320','0.20279')
[lng]) VALUES ('RM20','51.47812','0.28847')
[lng]) VALUES ('RM3','51.60163','0.22679')
[lng]) VALUES ('RM4','51.63255','0.16038')
[lng]) VALUES ('RM5','51.59917','0.16602')
[lng]) VALUES ('RM6','51.57549','0.13313')
[lng]) VALUES ('RM7','51.57480','0.17063')
[lng]) VALUES ('RM8','51.55662','0.13225')
[lng]) VALUES ('RM9','51.54036','0.13582')
[lng]) VALUES ('S1','53.38020','-1.46777')
[lng]) VALUES ('S10','53.37681','-1.51742')
[lng]) VALUES ('S11','53.36148','-1.50557')
[lng]) VALUES ('S12','53.34844','-1.40507')
[lng]) VALUES ('S13','53.36451','-1.38230')
,,
[lng]) VALUES ('S14','53.34592','-1.44266')
[lng]) VALUES ('S17','53.32111','-1.52556')
[lng]) VALUES ('S18','53.29931','-1.47178')
[lng]) VALUES ('S2','53.36932','-1.44686')
[lng]) VALUES ('S20','53.33467','-1.35119')
[lng]) VALUES ('S21','53.31213','-1.33802')
[lng]) VALUES ('S25','53.36891','-1.21389')
[lng]) VALUES ('S26','53.35678','-1.28624')
[lng]) VALUES ('S3','53.38741','-1.47219')
[lng]) VALUES ('S32','53.29454','-1.63839')
[lng]) VALUES ('S33','53.34150','-1.72061')
[lng]) VALUES ('S35','53.45763','-1.49542')
[lng]) VALUES ('S36','53.50302','-1.61249')
[lng]) VALUES ('S4','53.39900','-1.44949')
[lng]) VALUES ('S40','53.23356','-1.44562')
[lng]) VALUES ('S41','53.24696','-1.42746')
[lng]) VALUES ('S42','53.20019','-1.42209')
[lng]) VALUES ('S43','53.26720','-1.34172')
[lng]) VALUES ('S44','53.22478','-1.31241')
[lng]) VALUES ('S45','53.16602','-1.42106')
,,
[lng]) VALUES ('S5','53.42152','-1.46124')
[lng]) VALUES ('S6','53.40195','-1.50962')
[lng]) VALUES ('S60','53.41376','-1.34698')
[lng]) VALUES ('S61','53.44367','-1.39320')
[lng]) VALUES ('S62','53.46500','-1.34619')
[lng]) VALUES ('S63','53.51794','-1.32879')
[lng]) VALUES ('S64','53.49080','-1.29907')
[lng]) VALUES ('S65','53.43518','-1.31955')
[lng]) VALUES ('S66','53.42033','-1.24153')
[lng]) VALUES ('S7','53.35422','-1.48913')
[lng]) VALUES ('S70','53.54114','-1.47330')
[lng]) VALUES ('S71','53.57342','-1.45629')
[lng]) VALUES ('S72','53.57851','-1.39127')
[lng]) VALUES ('S73','53.52458','-1.39355')
[lng]) VALUES ('S74','53.50053','-1.43913')
[lng]) VALUES ('S75','53.56201','-1.51985')
[lng]) VALUES ('S8','53.33978','-1.47578')
[lng]) VALUES ('S80','53.29205','-1.14928')
[lng]) VALUES ('S81','53.33770','-1.12134')
[lng]) VALUES ('S9','53.39794','-1.41641')
,,
[lng]) VALUES ('SA1','51.62742','-3.93905')
[lng]) VALUES ('SA10','51.68722','-3.79836')
[lng]) VALUES ('SA11','51.67428','-3.76168')
[lng]) VALUES ('SA12','51.60725','-3.79375')
[lng]) VALUES ('SA13','51.60559','-3.72436')
[lng]) VALUES ('SA14','51.73245','-4.10721')
[lng]) VALUES ('SA15','51.69989','-4.16648')
[lng]) VALUES ('SA16','51.68922','-4.25569')
[lng]) VALUES ('SA17','51.75790','-4.28520')
[lng]) VALUES ('SA18','51.79798','-3.95796')
[lng]) VALUES ('SA19','51.95284','-3.94723')
[lng]) VALUES ('SA2','51.62021','-3.99364')
[lng]) VALUES ('SA20','52.01025','-3.78651')
[lng]) VALUES ('SA3','51.57965','-4.05105')
[lng]) VALUES ('SA31','51.85639','-4.30762')
[lng]) VALUES ('SA32','51.88597','-4.17106')
[lng]) VALUES ('SA33','51.85022','-4.43510')
[lng]) VALUES ('SA34','51.85258','-4.61822')
[lng]) VALUES ('SA35','51.97349','-4.55974')
[lng]) VALUES ('SA36','51.95717','-4.60684')
,,
[lng]) VALUES ('SA37','52.01684','-4.59282')
[lng]) VALUES ('SA38','52.04010','-4.47312')
[lng]) VALUES ('SA39','52.01955','-4.24166')
[lng]) VALUES ('SA4','51.67054','-4.04792')
[lng]) VALUES ('SA40','52.08378','-4.17335')
[lng]) VALUES ('SA41','51.99718','-4.70679')
[lng]) VALUES ('SA42','52.01534','-4.85220')
[lng]) VALUES ('SA43','52.08619','-4.62896')
[lng]) VALUES ('SA44','52.08625','-4.37201')
[lng]) VALUES ('SA45','52.20794','-4.35800')
[lng]) VALUES ('SA46','52.23254','-4.24945')
[lng]) VALUES ('SA47','52.19028','-4.29561')
[lng]) VALUES ('SA48','52.14338','-4.11048')
[lng]) VALUES ('SA5','51.64851','-3.96886')
[lng]) VALUES ('SA6','51.67539','-3.92084')
[lng]) VALUES ('SA61','51.79916','-4.97345')
[lng]) VALUES ('SA62','51.84093','-5.06333')
[lng]) VALUES ('SA63','51.87409','-4.85342')
[lng]) VALUES ('SA64','52.00147','-5.01162')
[lng]) VALUES ('SA65','51.98818','-4.96848')
,,
[lng]) VALUES ('SA66','51.88121','-4.74342')
[lng]) VALUES ('SA67','51.78165','-4.73157')
[lng]) VALUES ('SA68','51.72867','-4.76603')
[lng]) VALUES ('SA69','51.71029','-4.70555')
[lng]) VALUES ('SA7','51.66150','-3.88989')
[lng]) VALUES ('SA70','51.67176','-4.73797')
[lng]) VALUES ('SA71','51.66716','-4.92863')
[lng]) VALUES ('SA72','51.69130','-4.93453')
[lng]) VALUES ('SA73','51.71634','-5.01146')
[lng]) VALUES ('SA8','51.72153','-3.84750')
[lng]) VALUES ('SA9','51.78122','-3.76729')
[lng]) VALUES ('SE1','51.49838','-0.08949')
[lng]) VALUES ('SE10','51.48162','-0.00089')
[lng]) VALUES ('SE11','51.48880','-0.10862')
[lng]) VALUES ('SE12','51.44430','0.02483')
[lng]) VALUES ('SE13','51.45837','-0.00910')
[lng]) VALUES ('SE14','51.47511','-0.04150')
[lng]) VALUES ('SE15','51.47189','-0.06468')
[lng]) VALUES ('SE16','51.49597','-0.05213')
[lng]) VALUES ('SE17','51.48764','-0.09282')
,,
[lng]) VALUES ('SE18','51.48391','0.07412')
[lng]) VALUES ('SE19','51.41735','-0.08424')
[lng]) VALUES ('SE2','51.48943','0.11759')
[lng]) VALUES ('SE20','51.41151','-0.05716')
[lng]) VALUES ('SE21','51.43807','-0.08626')
[lng]) VALUES ('SE22','51.45401','-0.07119')
[lng]) VALUES ('SE23','51.44015','-0.04875')
[lng]) VALUES ('SE24','51.45446','-0.09853')
[lng]) VALUES ('SE25','51.39742','-0.07501')
[lng]) VALUES ('SE26','51.42674','-0.05364')
[lng]) VALUES ('SE27','51.43022','-0.10097')
[lng]) VALUES ('SE28','51.50219','0.10809')
[lng]) VALUES ('SE3','51.46866','0.02015')
[lng]) VALUES ('SE4','51.46058','-0.03348')
[lng]) VALUES ('SE5','51.47322','-0.09055')
[lng]) VALUES ('SE6','51.43777','-0.01432')
[lng]) VALUES ('SE7','51.48369','0.03521')
[lng]) VALUES ('SE8','51.48118','-0.02828')
[lng]) VALUES ('SE9','51.44465','0.05651')
[lng]) VALUES ('SG1','51.91103','-0.19417')
,,
[lng]) VALUES ('SG10','51.84460','0.07178')
[lng]) VALUES ('SG11','51.88125','0.03278')
[lng]) VALUES ('SG12','51.81375','-0.01669')
[lng]) VALUES ('SG13','51.78673','-0.06863')
[lng]) VALUES ('SG14','51.80688','-0.09098')
[lng]) VALUES ('SG15','52.01276','-0.26149')
[lng]) VALUES ('SG16','52.01507','-0.29638')
[lng]) VALUES ('SG17','52.03445','-0.33063')
[lng]) VALUES ('SG18','52.08208','-0.26609')
[lng]) VALUES ('SG19','52.13925','-0.24049')
[lng]) VALUES ('SG2','51.89620','-0.16569')
[lng]) VALUES ('SG3','51.86046','-0.18022')
[lng]) VALUES ('SG4','51.92100','-0.25922')
[lng]) VALUES ('SG5','51.96727','-0.28654')
[lng]) VALUES ('SG6','51.97888','-0.22057')
[lng]) VALUES ('SG7','52.00335','-0.17443')
[lng]) VALUES ('SG8','52.06369','-0.01293')
[lng]) VALUES ('SG9','51.94580','-0.00796')
[lng]) VALUES ('SK1','53.40736','-2.15044')
[lng]) VALUES ('SK10','53.27793','-2.12899')
,,
[lng]) VALUES ('SK11','53.24646','-2.14238')
[lng]) VALUES ('SK12','53.35169','-2.09165')
[lng]) VALUES ('SK13','53.44790','-1.96386')
[lng]) VALUES ('SK14','53.45149','-2.05422')
[lng]) VALUES ('SK15','53.48655','-2.04672')
[lng]) VALUES ('SK16','53.47395','-2.08137')
[lng]) VALUES ('SK17','53.24378','-1.87861')
[lng]) VALUES ('SK2','53.39480','-2.13235')
[lng]) VALUES ('SK22','53.37240','-1.98497')
[lng]) VALUES ('SK23','53.32744','-1.94895')
[lng]) VALUES ('SK3','53.39835','-2.16996')
[lng]) VALUES ('SK4','53.41901','-2.17908')
[lng]) VALUES ('SK5','53.43433','-2.15204')
[lng]) VALUES ('SK6','53.40563','-2.07973')
[lng]) VALUES ('SK7','53.36962','-2.14129')
[lng]) VALUES ('SK8','53.37941','-2.20748')
[lng]) VALUES ('SK9','53.32723','-2.22975')
[lng]) VALUES ('SL0','51.52431','-0.51371')
[lng]) VALUES ('SL1','51.51751','-0.61916')
[lng]) VALUES ('SL2','51.53350','-0.60281')
,,
[lng]) VALUES ('SL3','51.49961','-0.55198')
[lng]) VALUES ('SL4','51.47530','-0.62475')
[lng]) VALUES ('SL5','51.40468','-0.66138')
[lng]) VALUES ('SL6','51.52231','-0.72569')
[lng]) VALUES ('SL7','51.57411','-0.77620')
[lng]) VALUES ('SL8','51.57786','-0.70682')
[lng]) VALUES ('SL9','51.59677','-0.55467')
[lng]) VALUES ('SM1','51.36599','-0.19127')
[lng]) VALUES ('SM2','51.35258','-0.19611')
[lng]) VALUES ('SM3','51.36992','-0.21267')
[lng]) VALUES ('SM4','51.39219','-0.19886')
[lng]) VALUES ('SM5','51.36741','-0.16679')
[lng]) VALUES ('SM6','51.35984','-0.14267')
[lng]) VALUES ('SM7','51.32296','-0.20014')
[lng]) VALUES ('SN1','51.55689','-1.77351')
[lng]) VALUES ('SN10','51.33589','-1.98708')
[lng]) VALUES ('SN11','51.43931','-1.99856')
[lng]) VALUES ('SN12','51.37178','-2.13649')
[lng]) VALUES ('SN13','51.42383','-2.21001')
[lng]) VALUES ('SN14','51.47511','-2.19440')
,,
[lng]) VALUES ('SN15','51.47255','-2.07920')
[lng]) VALUES ('SN16','51.59304','-2.08951')
[lng]) VALUES ('SN2','51.57939','-1.78206')
[lng]) VALUES ('SN25','51.59110','-1.79644')
[lng]) VALUES ('SN26','51.61086','-1.78335')
[lng]) VALUES ('SN3','51.56132','-1.74319')
[lng]) VALUES ('SN4','51.53089','-1.81978')
[lng]) VALUES ('SN5','51.56509','-1.83696')
[lng]) VALUES ('SN6','51.62067','-1.74141')
[lng]) VALUES ('SN7','51.64892','-1.56345')
[lng]) VALUES ('SN8','51.40741','-1.68510')
[lng]) VALUES ('SN9','51.32400','-1.78614')
[lng]) VALUES ('SO14','50.90805','-1.39546')
[lng]) VALUES ('SO15','50.91629','-1.42381')
[lng]) VALUES ('SO16','50.93521','-1.43069')
[lng]) VALUES ('SO17','50.92603','-1.39380')
[lng]) VALUES ('SO18','50.92405','-1.35968')
[lng]) VALUES ('SO19','50.90244','-1.35429')
[lng]) VALUES ('SO20','51.11361','-1.50422')
[lng]) VALUES ('SO21','51.07488','-1.31334')
,,
[lng]) VALUES ('SO22','51.06509','-1.33204')
[lng]) VALUES ('SO23','51.06765','-1.30774')
[lng]) VALUES ('SO24','51.08367','-1.14615')
[lng]) VALUES ('SO30','50.91924','-1.30568')
[lng]) VALUES ('SO31','50.86882','-1.29506')
[lng]) VALUES ('SO32','50.94740','-1.20845')
[lng]) VALUES ('SO40','50.91484','-1.50065')
[lng]) VALUES ('SO41','50.75502','-1.56473')
[lng]) VALUES ('SO42','50.80976','-1.53442')
[lng]) VALUES ('SO43','50.88729','-1.58341')
[lng]) VALUES ('SO45','50.84778','-1.39340')
[lng]) VALUES ('SO50','50.96890','-1.33912')
[lng]) VALUES ('SO51','50.99400','-1.50407')
[lng]) VALUES ('SO52','50.97663','-1.44015')
[lng]) VALUES ('SO53','50.98442','-1.38022')
[lng]) VALUES ('SP1','51.07400','-1.78873')
[lng]) VALUES ('SP10','51.21065','-1.48314')
[lng]) VALUES ('SP11','51.22696','-1.51303')
[lng]) VALUES ('SP2','51.07406','-1.82441')
[lng]) VALUES ('SP3','51.10117','-2.00571')
,,
[lng]) VALUES ('SP4','51.16479','-1.76400')
[lng]) VALUES ('SP5','51.02271','-1.77185')
[lng]) VALUES ('SP6','50.93553','-1.80074')
[lng]) VALUES ('SP7','51.00390','-2.18245')
[lng]) VALUES ('SP8','51.03696','-2.28956')
[lng]) VALUES ('SP9','51.23018','-1.66053')
[lng]) VALUES ('SR1','54.90695','-1.37919')
[lng]) VALUES ('SR2','54.88716','-1.37638')
[lng]) VALUES ('SR3','54.87747','-1.41549')
[lng]) VALUES ('SR4','54.90088','-1.42451')
[lng]) VALUES ('SR5','54.92334','-1.42419')
[lng]) VALUES ('SR6','54.93480','-1.37876')
[lng]) VALUES ('SR7','54.83046','-1.36168')
[lng]) VALUES ('SR8','54.76650','-1.33471')
[lng]) VALUES ('SR9','54.90243','-1.37458')
[lng]) VALUES ('SS0','51.54602','0.69146')
[lng]) VALUES ('SS1','51.53697','0.73275')
[lng]) VALUES ('SS11','51.61510','0.53807')
[lng]) VALUES ('SS12','51.60556','0.52164')
[lng]) VALUES ('SS13','51.57433','0.50981')
,,
[lng]) VALUES ('SS14','51.57507','0.47521')
[lng]) VALUES ('SS15','51.57687','0.43200')
[lng]) VALUES ('SS16','51.56201','0.45430')
[lng]) VALUES ('SS17','51.52093','0.44055')
[lng]) VALUES ('SS2','51.54991','0.71766')
[lng]) VALUES ('SS3','51.54276','0.79224')
[lng]) VALUES ('SS4','51.59406','0.71452')
[lng]) VALUES ('SS5','51.60722','0.65030')
[lng]) VALUES ('SS6','51.58746','0.60872')
[lng]) VALUES ('SS7','51.56202','0.57984')
[lng]) VALUES ('SS8','51.52220','0.59057')
[lng]) VALUES ('SS9','51.55409','0.65298')
[lng]) VALUES ('ST1','53.02616','-2.17148')
[lng]) VALUES ('ST10','52.98942','-1.96275')
[lng]) VALUES ('ST11','52.96693','-2.06552')
[lng]) VALUES ('ST12','52.94795','-2.17117')
[lng]) VALUES ('ST13','53.10090','-2.01793')
[lng]) VALUES ('ST14','52.90304','-1.86767')
[lng]) VALUES ('ST15','52.90033','-2.14719')
[lng]) VALUES ('ST16','52.81315','-2.11871')
,,
[lng]) VALUES ('ST17','52.78890','-2.09936')
[lng]) VALUES ('ST18','52.81408','-2.08161')
[lng]) VALUES ('ST19','52.71243','-2.14656')
[lng]) VALUES ('ST2','53.02711','-2.13570')
[lng]) VALUES ('ST20','52.79854','-2.26255')
[lng]) VALUES ('ST21','52.86777','-2.25851')
[lng]) VALUES ('ST3','52.98037','-2.12214')
[lng]) VALUES ('ST4','52.99468','-2.18328')
[lng]) VALUES ('ST5','53.01526','-2.23703')
[lng]) VALUES ('ST6','53.05760','-2.18951')
[lng]) VALUES ('ST7','53.08802','-2.26580')
[lng]) VALUES ('ST8','53.11517','-2.16735')
[lng]) VALUES ('ST9','53.05052','-2.09847')
[lng]) VALUES ('SW1','51.49558','-0.13860')
[lng]) VALUES ('SW10','51.48365','-0.18086')
[lng]) VALUES ('SW11','51.46630','-0.16427')
[lng]) VALUES ('SW12','51.44536','-0.14784')
[lng]) VALUES ('SW13','51.47473','-0.24458')
[lng]) VALUES ('SW14','51.46514','-0.26511')
[lng]) VALUES ('SW15','51.45734','-0.22509')
,,
[lng]) VALUES ('SW16','51.42165','-0.12722')
[lng]) VALUES ('SW17','51.43030','-0.16283')
[lng]) VALUES ('SW18','51.44960','-0.18941')
[lng]) VALUES ('SW19','51.42284','-0.20341')
[lng]) VALUES ('SW1A','51.50265','-0.13111')
[lng]) VALUES ('SW1E','51.49737','-0.13853')
[lng]) VALUES ('SW1H','51.49818','-0.13273')
[lng]) VALUES ('SW1P','51.49548','-0.13284')
[lng]) VALUES ('SW1V','51.49016','-0.13738')
[lng]) VALUES ('SW1W','51.49302','-0.14735')
[lng]) VALUES ('SW1X','51.49760','-0.15293')
[lng]) VALUES ('SW1Y','51.50539','-0.13388')
[lng]) VALUES ('SW2','51.44939','-0.11889')
[lng]) VALUES ('SW20','51.41058','-0.22547')
[lng]) VALUES ('SW3','51.48969','-0.16477')
[lng]) VALUES ('SW4','51.46045','-0.13571')
[lng]) VALUES ('SW5','51.49005','-0.18781')
[lng]) VALUES ('SW6','51.47675','-0.19986')
[lng]) VALUES ('SW7','51.49614','-0.17460')
[lng]) VALUES ('SW8','51.47566','-0.13077')
,,
[lng]) VALUES ('SW9','51.46907','-0.11232')
[lng]) VALUES ('SY1','52.72280','-2.74039')
[lng]) VALUES ('SY10','52.83579','-3.12089')
[lng]) VALUES ('SY11','52.86630','-3.02808')
[lng]) VALUES ('SY12','52.90335','-2.89364')
[lng]) VALUES ('SY13','52.95147','-2.68921')
[lng]) VALUES ('SY14','53.02924','-2.76203')
[lng]) VALUES ('SY15','52.55518','-3.12995')
[lng]) VALUES ('SY16','52.52004','-3.31183')
[lng]) VALUES ('SY17','52.51644','-3.46501')
[lng]) VALUES ('SY18','52.44076','-3.54784')
[lng]) VALUES ('SY19','52.57388','-3.61156')
[lng]) VALUES ('SY2','52.70669','-2.72827')
[lng]) VALUES ('SY20','52.61405','-3.81838')
[lng]) VALUES ('SY21','52.65784','-3.20505')
[lng]) VALUES ('SY22','52.75604','-3.18553')
[lng]) VALUES ('SY23','52.38184','-4.05129')
[lng]) VALUES ('SY24','52.47045','-4.02302')
[lng]) VALUES ('SY25','52.23810','-3.93626')
[lng]) VALUES ('SY3','52.69923','-2.76959')
,,
[lng]) VALUES ('SY4','52.79556','-2.75052')
[lng]) VALUES ('SY5','52.65299','-2.82791')
[lng]) VALUES ('SY6','52.53906','-2.79038')
[lng]) VALUES ('SY7','52.42508','-2.88688')
[lng]) VALUES ('SY8','52.36523','-2.69474')
[lng]) VALUES ('SY9','52.49803','-2.98558')
[lng]) VALUES ('TA1','51.01234','-3.10203')
[lng]) VALUES ('TA10','51.03262','-2.82438')
[lng]) VALUES ('TA11','51.06039','-2.70214')
[lng]) VALUES ('TA12','50.97452','-2.77207')
[lng]) VALUES ('TA13','50.94638','-2.81004')
[lng]) VALUES ('TA14','50.94588','-2.75024')
[lng]) VALUES ('TA15','50.95058','-2.71757')
[lng]) VALUES ('TA16','50.90693','-2.79229')
[lng]) VALUES ('TA17','50.90753','-2.83497')
[lng]) VALUES ('TA18','50.88269','-2.78619')
[lng]) VALUES ('TA19','50.93392','-2.91373')
[lng]) VALUES ('TA2','51.03303','-3.10109')
[lng]) VALUES ('TA20','50.87329','-2.96087')
[lng]) VALUES ('TA21','50.97673','-3.24507')
,,
[lng]) VALUES ('TA22','51.04510','-3.54509')
[lng]) VALUES ('TA23','51.16171','-3.35160')
[lng]) VALUES ('TA24','51.18137','-3.50957')
[lng]) VALUES ('TA3','50.99403','-3.03889')
[lng]) VALUES ('TA4','51.07092','-3.26758')
[lng]) VALUES ('TA5','51.14633','-3.10379')
[lng]) VALUES ('TA6','51.12479','-2.99895')
[lng]) VALUES ('TA7','51.12999','-2.91187')
[lng]) VALUES ('TA8','51.24445','-2.99294')
[lng]) VALUES ('TA9','51.22588','-2.95530')
[lng]) VALUES ('TD1','55.62390','-2.80997')
[lng]) VALUES ('TD10','55.71203','-2.44887')
[lng]) VALUES ('TD11','55.78792','-2.31578')
[lng]) VALUES ('TD12','55.65331','-2.23840')
[lng]) VALUES ('TD13','55.92975','-2.36975')
[lng]) VALUES ('TD14','55.86735','-2.12305')
[lng]) VALUES ('TD15','55.74699','-2.01275')
[lng]) VALUES ('TD2','55.73300','-2.75330')
[lng]) VALUES ('TD3','55.70073','-2.57127')
[lng]) VALUES ('TD4','55.64182','-2.67051')
,,
[lng]) VALUES ('TD5','55.58723','-2.41571')
[lng]) VALUES ('TD6','55.58238','-2.69330')
[lng]) VALUES ('TD7','55.53631','-2.87156')
[lng]) VALUES ('TD8','55.47531','-2.54111')
[lng]) VALUES ('TD9','55.39766','-2.77533')
[lng]) VALUES ('TF1','52.70246','-2.50323')
[lng]) VALUES ('TF10','52.76943','-2.38541')
[lng]) VALUES ('TF11','52.66253','-2.35933')
[lng]) VALUES ('TF12','52.61175','-2.48003')
[lng]) VALUES ('TF13','52.57803','-2.58150')
[lng]) VALUES ('TF2','52.70002','-2.43956')
[lng]) VALUES ('TF3','52.66404','-2.44363')
[lng]) VALUES ('TF4','52.66125','-2.46726')
[lng]) VALUES ('TF5','52.71490','-2.53594')
[lng]) VALUES ('TF6','52.73550','-2.55397')
[lng]) VALUES ('TF7','52.63525','-2.44925')
[lng]) VALUES ('TF8','52.62974','-2.47875')
[lng]) VALUES ('TF9','52.89770','-2.46832')
[lng]) VALUES ('TN1','51.13490','0.27002')
[lng]) VALUES ('TN10','51.21013','0.28661')
,,
[lng]) VALUES ('TN11','51.20597','0.26922')
[lng]) VALUES ('TN12','51.17194','0.44067')
[lng]) VALUES ('TN13','51.27593','0.18519')
[lng]) VALUES ('TN14','51.29525','0.16172')
[lng]) VALUES ('TN15','51.29951','0.26953')
[lng]) VALUES ('TN16','51.29362','0.05262')
[lng]) VALUES ('TN17','51.09610','0.53810')
[lng]) VALUES ('TN18','51.04328','0.52665')
[lng]) VALUES ('TN19','51.00262','0.40754')
[lng]) VALUES ('TN2','51.13726','0.28729')
[lng]) VALUES ('TN20','51.02633','0.25615')
[lng]) VALUES ('TN21','50.95871','0.26427')
[lng]) VALUES ('TN22','50.98067','0.10005')
[lng]) VALUES ('TN23','51.13902','0.86075')
[lng]) VALUES ('TN24','51.14917','0.88712')
[lng]) VALUES ('TN25','51.14426','0.93972')
[lng]) VALUES ('TN26','51.09988','0.80547')
[lng]) VALUES ('TN27','51.16519','0.70642')
[lng]) VALUES ('TN28','50.98202','0.95226')
[lng]) VALUES ('TN29','50.99327','0.93444')
,,
[lng]) VALUES ('TN3','51.12265','0.25227')
[lng]) VALUES ('TN30','51.06195','0.69753')
[lng]) VALUES ('TN31','50.96233','0.68748')
[lng]) VALUES ('TN32','50.97930','0.49040')
[lng]) VALUES ('TN33','50.91032','0.47676')
[lng]) VALUES ('TN34','50.86393','0.58374')
[lng]) VALUES ('TN35','50.88036','0.61309')
[lng]) VALUES ('TN36','50.92061','0.70216')
[lng]) VALUES ('TN37','50.87168','0.55858')
[lng]) VALUES ('TN38','50.86297','0.54531')
[lng]) VALUES ('TN39','50.84602','0.45488')
[lng]) VALUES ('TN4','51.14590','0.25912')
[lng]) VALUES ('TN40','50.84449','0.48463')
[lng]) VALUES ('TN5','51.06471','0.36223')
[lng]) VALUES ('TN6','51.05216','0.17464')
[lng]) VALUES ('TN7','51.09204','0.10938')
[lng]) VALUES ('TN8','51.19420','0.07969')
[lng]) VALUES ('TN9','51.19053','0.27705')
[lng]) VALUES ('TQ1','50.47156','-3.52209')
[lng]) VALUES ('TQ10','50.42412','-3.81906')
,,
[lng]) VALUES ('TQ11','50.48137','-3.78179')
[lng]) VALUES ('TQ12','50.52882','-3.61142')
[lng]) VALUES ('TQ13','50.59296','-3.71817')
[lng]) VALUES ('TQ14','50.55002','-3.50626')
[lng]) VALUES ('TQ2','50.47398','-3.54331')
[lng]) VALUES ('TQ3','50.44298','-3.57469')
[lng]) VALUES ('TQ4','50.42326','-3.56982')
[lng]) VALUES ('TQ5','50.39151','-3.52234')
[lng]) VALUES ('TQ6','50.34655','-3.58837')
[lng]) VALUES ('TQ7','50.28256','-3.78278')
[lng]) VALUES ('TQ8','50.23686','-3.77125')
[lng]) VALUES ('TQ9','50.41619','-3.68924')
[lng]) VALUES ('TR1','50.26241','-5.05347')
[lng]) VALUES ('TR10','50.16624','-5.11736')
