BRCcode,Taxon name,P1,LF1,W,Tjan,Tjul,Prec,Br Habitats,L,F,R,N,S
9204327,Salicornia procumbens agg.,a,Th,h,4.3,15.7,854,21,9,8,8,6,9
9201780,Salicornia pusilla,a,Th,h,4.6,16.2,791,21,9,6,8,6,5
9201781,Salicornia ramosissima,a,Th,h,4.4,15.7,862,21,9,7,8,5,9
9201784,Salix alba,p,Ph,w,3.7,15.1,938,14,6,7,8,8,0
9201785,Salix arbuscula,p,Pn,w,0.0,11.5,1965,"15, 16",8,5,7,2,0
9201787,Salix aurita,p,Pn,w,3.4,14.2,1190,"1, 16",7,8,4,3,0
9201788,Salix caprea,p,Ph,w,3.4,14.6,1080,1,7,7,7,7,0
9201789,Salix cinerea,p,Ph,w,3.5,14.5,1096,"1, 11",7,8,6,5,0
9201793,Salix fragilis,p,Ph,w,3.6,15.0,955,"1, 14",6,8,7,7,0
9201794,Salix herbacea,p,Ch,w,2.2,12.3,1849,15,8,5,3,2,0
9201795,Salix lanata,p,Pn,w,-0.8,10.8,1723,15,8,6,7,3,0
9201796,Salix lapponum,p,Pn,w,0.2,11.3,1956,15,8,6,6,3,0
9201797,Salix myrsinifolia,p,Pn,w,1.8,13.0,1253,"13, 14, 16",6,8,5,4,0
9201798,Salix myrsinites,p,Ch,w,0.3,11.4,1854,"15, 16",8,5,6,2,0
9201799,Salix pentandra,p,Ph,w,3.0,14.0,1114,1,7,8,6,4,0
9201800,Salix phylicifolia,p,Ph,w,1.7,12.7,1412,"14, 16",7,8,5,4,0
9201801,Salix purpurea,p,Pn,w,3.4,14.8,984,"11, 14",8,9,7,5,0
9201802,Salix repens,p,Pn,w,3.5,14.0,1205,"10, 19",8,7,6,3,0
9201803,Salix reticulata,p,Ch,w,-0.1,11.3,2081,"15, 16",7,6,8,3,0
9201804,Salix triandra,p,Ph,w,3.7,15.6,813,"11, 13, 14",7,8,7,5,0
9201805,Salix viminalis,p,Ph,w,3.7,14.8,1030,"11, 13, 14",7,8,6,6,0
9205441,Salsola kali,a,Th,h,4.5,14.9,1008,19,9,6,7,8,3
9201810,Salvia pratensis,p,hc,h,3.7,16.3,733,"3, 7",8,3,8,4,0
9201812,Salvia verbenaca,p,hc,h,4.1,16.1,748,"3, 7",8,3,7,2,0
9201814,Sambucus ebulus,p,hc,h,3.8,15.3,913,3,7,5,8,7,0
9201815,Sambucus nigra,p,Ph,w,3.6,14.7,1061,"3, 17",6,5,7,7,0
9201816,Sambucus racemosa,p,Ph,w,2.3,13.6,1048,"1, 3",6,5,6,7,0
9201817,Samolus valerandi,p,hc,h,4.3,15.1,1013,11,8,8,8,5,2
9205442,Sanguisorba minor,p,hc,h,3.7,15.6,844,7,7,4,8,3,0
9201818,Sanguisorba officinalis,p,hc,h,3.2,15.1,938,6,7,7,6,5,0
9201819,Sanicula europaea,p,hc,h,3.5,14.7,1090,1,4,5,7,5,0
9201821,Saponaria officinalis,p,hc,h,3.9,15.5,890,"3, 17",8,5,6,6,0
9201777,Sarcocornia perennis,p,Ch,h,4.4,16.4,702,21,9,8,8,6,6
9201825,Saussurea alpina,p,hc,h,1.6,11.9,2010,"7, 15, 16",8,6,6,3,0
9201826,Saxifraga aizoides,p,Ch,h,1.7,12.3,1799,"7, 11, 15, 16",8,9,6,2,0
9201827,Saxifraga cernua,p,hc,h,0.5,11.7,2265,"15, 16",6,6,7,1,0
9201828,Saxifraga cespitosa,p,Ch,h,-0.4,10.7,2003,"15, 16",7,5,7,1,0
9201830,Saxifraga granulata,p,hc,h,3.1,15.1,853,"6, 7",8,5,6,4,0
9201832,Saxifraga hirculus,p,hc,h,2.4,13.2,1253,11,8,9,6,2,0
9201833,Saxifraga hirsuta,p,hc,h,5.0,14.6,1334,"1, 15, 16",6,7,5,2,0
9201835,Saxifraga hypnoides,p,Ch,h,2.0,12.8,1697,"7, 15, 16",7,5,6,3,0
9201836,Saxifraga nivalis,p,hc,h,0.6,11.5,2099,"15, 16",6,6,7,3,0
9201837,Saxifraga oppositifolia,p,Ch,h,1.8,12.1,1980,"7, 15, 16",8,6,8,2,0
9201838,Saxifraga rivularis,p,hc,h,-0.3,10.8,1941,"11, 15",6,9,5,2,0
9205482,Saxifraga rosacea,p,Ch,h,4.4,14.3,1312,16,7,4,8,4,0
9201840,Saxifraga spathularis,p,hc,h,4.7,14.4,1328,16,6,8,3,2,0
9201842,Saxifraga stellaris,p,hc,h,1.8,12.3,1811,"11, 15, 16",8,8,5,3,0
9201843,Saxifraga tridactylites,a,Th,h,3.9,15.3,921,16,7,2,7,2,0
9201846,Scabiosa columbaria,p,hc,h,3.5,15.6,831,7,8,3,8,2,0
9201847,Scandix pecten-veneris,a,Th,h,3.8,15.7,792,4,7,4,7,4,0
9201848,Scheuchzeria palustris,p,hc,h,2.2,13.9,1380,12,9,9,3,1,0
9201851,Schoenoplectus lacustris,p,Hy,h,3.7,14.9,1013,"13, 14",8,11,7,6,0
9201849,Schoenoplectus pungens,p,Hy,h,6.1,16.7,869,19,8,10,7,7,1
9201852,Schoenoplectus tabernaemontani,p,Hy,h,4.2,15.3,917,"11, 13",9,10,8,7,3
9201853,Schoenoplectus triqueter,p,Hy,h,4.7,16.5,799,14,8,10,7,7,3
9201854,Schoenus ferrugineus,p,hc,h,0.4,12.4,1113,11,8,9,7,2,0
9201855,Schoenus nigricans,p,hc,h,3.9,13.9,1261,11,8,8,7,2,0
9201856,Scilla autumnalis,p,Gb,h,5.9,16.2,939,"10, 18",9,3,6,1,0
9201857,Scilla verna,p,Gb,h,4.6,13.9,1103,"6, 10",8,5,5,3,3
920985,Scirpoides holoschoenus,p,hc,h,5.2,16.3,909,19,8,8,7,6,0
9201861,Scirpus sylvaticus,p,hc,h,3.4,15.2,921,"1, 11",6,8,6,6,0
9201862,Scleranthus annuus,a,Th,h,3.6,15.2,883,"4, 8, 10, 16",7,4,4,4,0
9201863,Scleranthus perennis,p,Ch,h,3.3,16.0,656,"8, 16",8,3,4,2,0
9201864,Scorzonera humilis,p,hc,h,4.8,16.1,1097,6,8,7,5,2,0
9201865,Scrophularia auriculata,p,hc,h,3.9,15.4,918,"11, 14",7,8,7,7,0
9201867,Scrophularia nodosa,p,hc,h,3.6,14.7,1069,"1, 3",5,6,7,6,0
9201868,Scrophularia scorodonia,p,hc,h,5.8,16.0,1033,"3, 16, 18",7,4,6,6,0
9201869,Scrophularia umbrosa,p,hc,h,3.1,14.9,868,"1, 14",7,9,7,7,0
9201870,Scrophularia vernalis,b,hc,h,3.3,15.3,769,"1, 3",5,5,7,7,0
9201872,Scutellaria galericulata,p,hc,h,3.6,14.9,1055,11,7,8,6,5,0
9201874,Scutellaria minor,p,hc,h,4.1,14.9,1191,11,7,9,4,2,0
9204369,Secale cereale,a,Th,h,4.0,15.8,852,"3, 4",8,5,7,7,0
9201875,Sedum acre,p,Ch,h,3.7,14.9,995,16,8,2,7,2,1
9201876,Sedum album,p,Ch,h,3.8,15.1,948,"3, 16, 17",8,3,6,2,0
9201877,Sedum anglicum,p,Ch,h,4.1,14.3,1321,"16, 18",8,3,4,2,1
9201879,Sedum forsterianum,p,Ch,h,3.6,14.8,1239,"3, 16",7,3,5,1,0
9201882,Sedum rosea,p,hc,h,2.7,12.6,1728,"15, 16",7,6,6,3,0
9201881,Sedum rupestre,p,Ch,h,3.7,15.5,905,"3, 16",7,2,5,4,0
9201885,Sedum telephium,p,hc,h,3.5,15.0,1032,"1, 3, 16",7,5,7,5,1
9201886,Sedum villosum,p,Ch,h,1.6,12.9,1273,11,8,9,6,2,0
9101888,Selaginella selaginoides,p,Ch,h,2.8,13.0,1443,"7, 11",8,7,6,2,0
9201889,Selinum carvifolia,p,hc,h,3.4,16.1,595,11,7,7,8,4,0
9201890,Sempervivum tectorum,p,Ch,h,3.5,15.3,871,"3, 17",8,2,4,1,0
9201891,Senecio aquaticus,b,hc,h,3.6,14.5,1109,"11, 14",7,8,6,5,0
9202294,Senecio cambrensis,a,Th,h,3.6,15.0,804,"3, 17",8,5,7,7,0
9201892,Senecio cineraria,p,Ch,sw,4.4,15.9,837,"3, 17, 18, 19",9,3,7,3,3
9201896,Senecio erucifolius,p,hc,h,3.8,15.8,783,"3, 6",7,5,7,5,0
9201897,Senecio fluviatilis,p,hc,h,3.3,14.6,1018,"1, 11, 13, 14",7,8,6,7,0
9201899,Senecio jacobaea,p,hc,h,3.6,14.5,1102,"3, 6, 7, 8",7,4,6,4,0
9201900,Senecio paludosus,p,hc,h,3.4,16.2,573,"11, 13",7,9,7,6,0
9204436,Senecio smithii,p,hc,h,3.4,12.3,1072,"3, 6",8,7,6,7,0
9201902,Senecio squalidus,a,Th,h,3.7,15.5,850,"3, 17",8,4,7,7,0
9201903,Senecio sylvaticus,a,Th,h,3.6,14.9,987,"2, 8, 9",7,5,5,6,0
9201904,Senecio viscosus,a,Th,h,3.4,15.1,920,"3, 17, 19",8,5,7,6,1
9201905,Senecio vulgaris,a,Th,h,3.6,14.6,1075,"3, 4, 17",7,5,7,7,0
9204243,Serapias parviflora,p,Gn,h,6.0,16.2,1048,6,8,4,7,3,0
920172,Seriphidium maritimum,p,Ch,h,4.3,15.8,783,21,9,7,8,6,5
9201906,Serratula tinctoria,p,hc,h,3.8,15.5,965,7,7,6,6,2,0
9201907,Seseli libanotis,b,hc,h,3.7,16.4,645,7,7,4,8,3,0
9201908,Sesleria caerulea,p,hc,h,3.1,13.9,1262,"7, 16",7,6,8,2,0
9201911,Setaria viridis,a,Th,h,3.9,15.9,798,"3, 4, 17",7,4,7,7,0
9201912,Sherardia arvensis,a,Th,h,3.9,15.2,916,"7, 16",7,4,6,4,0
9201913,Sibbaldia procumbens,p,hc,h,0.4,11.3,2109,15,8,5,4,3,0
9201914,Sibthorpia europaea,p,Ch,h,5.3,15.5,1189,"3, 14",5,7,5,5,0
9201916,Silaum silaus,p,hc,h,3.6,15.8,743,6,8,5,7,4,0
9201917,Silene acaulis,p,Ch,h,1.9,11.8,1937,"7, 15, 16",8,5,6,1,0
9201921,Silene conica,a,Th,h,4.0,16.0,702,"8, 19",8,3,4,2,0
9201259,Silene dioica,p,hc,h,3.4,14.6,1065,1,5,6,6,7,0
9201918,Silene gallica,a,Th,h,4.2,15.7,877,"3, 4",7,4,5,5,0
9201258,Silene latifolia,p,hc,h,3.6,15.1,911,3,7,4,7,6,0
9201261,Silene noctiflora,a,Th,h,3.7,15.8,736,4,7,4,7,6,0
9201928,Silene nutans,p,hc,h,4.3,15.7,883,16,8,3,8,4,0
9201929,Silene otites,p,hc,h,3.2,16.1,625,"3, 8",8,3,7,2,0
9201926,Silene uniflora,p,hc,h,4.0,14.1,1263,18,8,6,6,4,3
9204578,Silene vulgaris,p,hc,h,3.7,15.3,897,"3, 6",7,4,8,5,0
9201930,Silybum marianum,b,hc,h,4.0,15.8,781,3,8,4,8,6,1
9201931,Simethis planifolia,p,Gn,h,5.7,15.1,1324,10,7,5,4,3,0
9201932,Sinapis alba,a,Th,h,3.8,15.5,832,"3, 4",7,4,7,6,0
9201933,Sinapis arvensis,a,Th,h,3.7,14.7,1012,"3, 4, 17",8,5,7,7,0
9201934,Sison amomum,b,hc,h,3.9,16.2,756,3,7,4,7,5,0
9201935,Sisymbrium altissimum,a,Th,h,3.7,15.6,771,"3, 17",8,5,6,4,0
9201938,Sisymbrium officinale,a,Th,h,3.8,15.0,973,"3, 4, 17",7,4,7,7,0
9201939,Sisymbrium orientale,a,Th,h,3.8,15.6,815,"3, 17",7,4,7,5,0
9201942,Sisyrinchium bermudiana,p,hc,h,4.5,14.4,1290,"6, 13",8,8,6,3,0
9201944,Sium latifolium,p,Hy,h,3.7,15.9,702,"11, 14",7,10,7,7,0
9201945,Smyrnium olusatrum,b,hc,h,4.4,15.5,907,3,7,5,7,7,0
9201947,Solanum dulcamara,p,Pn,sw,3.8,15.2,945,"3, 11, 14",7,8,7,7,0
9201949,Solanum nigrum,a,Th,h,3.9,15.9,809,4,7,5,7,8,0
9201946,Solanum sarachoides,a,Th,h,3.8,16.1,696,"4, 17",7,4,7,7,0
9204360,Solanum tuberosum,p,Gn,h,3.9,15.4,883,4,7,4,6,7,0
920965,Soleirolia soleirolii,p,Ch,h,4.3,15.7,906,"3, 17",4,8,7,6,0
9202251,Solidago canadensis,p,hc,h,3.6,15.6,833,"3, 17",8,5,6,6,0
9202434,Solidago gigantea,p,hc,h,3.5,15.5,854,"3, 17",8,5,5,6,0
9201951,Solidago virgaurea,p,hc,h,3.4,14.2,1217,"10, 16",5,5,4,3,0
9201952,Sonchus arvensis,p,hc,h,3.8,14.8,1013,4,8,6,7,6,1
9201953,Sonchus asper,a,Th,h,3.7,14.6,1070,"3, 4",7,5,7,6,0
9201954,Sonchus oleraceus,a,Th,h,3.7,14.8,1031,"3, 4",7,5,7,7,0
9201955,Sonchus palustris,p,hc,h,3.8,16.4,615,11,7,8,7,7,1
9201956,Sorbus anglica,p,Pn,w,3.8,15.2,1082,"1, 16",6,4,8,4,0
9201958,Sorbus aria,p,Ph,w,3.8,16.3,774,1,6,4,7,4,0
9201957,Sorbus aria agg.,p,Ph,w,3.8,16.3,780,17,6,5,7,4,0
9201959,Sorbus arranensis,p,Ph,w,2.5,12.1,1530,16,7,4,4,3,0
9201960,Sorbus aucuparia,p,Ph,w,3.4,14.4,1128,"1, 2, 16",6,6,3,4,0
9201961,Sorbus bristoliensis,p,Ph,w,4.4,16.5,844,"1, 16",6,4,8,4,0
9201962,Sorbus devoniensis,p,Ph,w,5.0,15.4,1171,"1, 3",6,5,6,5,0
9201963,Sorbus domestica,p,Ph,w,4.5,16.5,857,16,6,4,8,3,0
9201964,Sorbus eminens,p,Ph,w,4.4,16.2,878,1,6,5,7,5,0
9201965,Sorbus hibernica,p,Ph,w,4.5,14.6,1035,"1, 3, 16",6,5,7,5,0
9201966,Sorbus intermedia,p,Ph,w,3.5,15.2,901,"1, 3, 17",6,6,8,7,0
9201967,Sorbus lancastriensis,p,Ph,w,3.3,14.8,1285,16,8,4,7,3,0
9201969,Sorbus leptophylla,p,Pn,w,2.9,14.5,1501,16,5,5,7,5,0
9201970,Sorbus leyana,p,Pn,w,2.5,14.0,1687,16,7,5,8,4,0
9201971,Sorbus minima,p,Pn,w,2.2,14.0,1523,16,6,4,8,3,0
9201972,Sorbus porrigentiformis,p,Ph,w,3.8,15.2,1273,16,7,5,7,5,0
9201973,Sorbus pseudofennica,p,Ph,w,2.5,12.1,1530,16,7,4,4,3,0
9201974,Sorbus rupicola,p,Pn,w,2.9,13.6,1405,16,8,4,7,3,0
9201976,Sorbus subcuneata,p,Ph,w,4.0,14.9,1380,1,6,5,4,4,0
9201977,Sorbus torminalis,p,Ph,w,3.9,16.0,804,1,4,5,6,5,0
9201979,Sorbus vexans,p,Ph,w,4.2,14.9,1409,"1, 16",6,5,4,4,0
9202272,Sorbus wilmottiana,p,Ph,w,4.4,16.5,844,"1, 16",6,4,8,3,0
9201980,Sparganium angustifolium,p,Hy,h,3.0,12.9,1571,13,8,11,4,2,0
9201983,Sparganium emersum,p,Hy,h,3.6,15.0,982,"13, 14",7,11,7,6,0
9201981,Sparganium erectum,p,Hy,h,3.7,14.9,1000,"11, 13",7,10,7,7,0
9201982,Sparganium natans,p,Hy,h,3.3,13.8,1303,13,7,11,6,3,0
9201984,Spartina alterniflora,p,hc,h,4.1,15.7,760,21,9,9,8,7,7
9202278,Spartina anglica,p,hc,h,4.6,15.7,904,21,9,9,8,6,7
9201985,Spartina maritima,p,hc,h,4.1,16.6,625,21,9,9,8,5,6
9201987,Spergula arvensis,a,Th,h,6.3,16.7,811,4,7,4,5,5,0
9201989,Spergularia bocconei,a,Th,h,5.9,16.3,901,"16, 17, 19",9,4,6,7,0
9201990,Spergularia marina,a,Th,h,4.3,14.6,1094,"3, 21",8,8,8,6,5
9201991,Spergularia media,p,Ch,h,4.2,14.6,1125,21,8,8,8,5,5
9201992,Spergularia rubra,a,Th,h,3.5,14.9,983,"8, 17",8,3,4,2,0
9201993,Spergularia rupicola,p,Ch,h,5.2,15.1,1105,18,9,6,6,5,3
9201995,Spiranthes aestivalis,p,hc,h,5.6,16.5,822,11,9,8,8,2,0
9201996,Spiranthes romanzoffiana,p,hc,h,4.4,14.1,1248,11,8,8,6,4,0
9201997,Spiranthes spiralis,p,hc,h,4.4,15.9,884,7,8,4,6,3,0
9201127,Spirodela polyrhiza,p,Hy,h,3.9,15.9,768,13,7,11,7,7,1
9201998,Stachys alpina,p,hc,h,3.1,14.7,1007,"1, 3",7,5,8,7,0
9202001,Stachys arvensis,a,Th,h,4.0,15.3,964,"3, 4",8,5,5,5,0
9202002,Stachys germanica,p,hc,h,3.4,16.1,661,3,7,3,8,5,0
920237,Stachys officinalis,p,hc,h,3.6,15.4,940,"6, 7",7,5,5,3,0
9202003,Stachys palustris,p,Gn,h,3.7,14.6,1079,"11, 14",7,8,7,7,0
9201999,Stachys palustris x sylvatica (S. x ambigua),p,hc,h,3.5,14.7,1086,"3, 14",7,6,6,6,1
9202005,Stachys sylvatica,p,hc,h,3.6,14.7,1064,3,6,6,7,8,0
9202009,Stellaria graminea,p,hc,h,3.5,14.6,1065,6,7,6,5,4,0
9202010,Stellaria holostea,p,Ch,h,3.5,14.7,1058,1,5,5,6,6,0
9202012,Stellaria media,a,Th,h,3.6,14.5,1095,"3, 4, 5",7,5,6,7,0
9202011,Stellaria media agg.,a,Th,h,3.6,14.5,1095,"3, 4, 5",7,5,5,6,0
9202013,Stellaria neglecta,a,Th,h,3.9,15.6,911,"1, 3",6,7,6,7,0
9202014,Stellaria nemorum,p,hc,h,2.7,14.2,1027,"1, 14",4,6,6,7,0
9202008,Stellaria pallida,a,Th,h,4.0,15.8,766,"3, 19",7,4,4,4,0
9202015,Stellaria palustris,p,hc,h,3.6,15.5,793,11,7,8,6,4,0
9202007,Stellaria uliginosa,p,hc,h,3.5,14.4,1128,"11, 14",7,8,5,5,0
9202017,Stratiotes aloides,p,Hy,h,3.5,16.1,596,13,7,11,7,6,1
9202019,Suaeda maritima,a,Th,h,4.3,14.9,1094,21,9,8,8,6,7
9202018,Suaeda vera,p,Pn,w,4.1,16.4,620,"19, 21",9,7,8,5,5
9202020,Subularia aquatica,a,Hz,h,2.4,12.6,1789,13,7,11,5,2,0
9202021,Succisa pratensis,p,hc,h,3.5,14.4,1124,6,7,7,5,2,0
9202022,Symphoricarpos albus,p,Pn,w,3.6,14.9,992,"1, 3, 17",5,5,6,7,0
9202025,Symphytum asperum x officinale (S. x uplandicum),p,hc,h,3.6,15.0,952,3,6,5,7,7,0
9202024,Symphytum officinale,p,hc,h,3.7,15.4,871,11,7,7,7,8,0
9202026,Symphytum orientale,p,hc,h,3.7,16.0,719,3,6,4,7,6,0
9202028,Symphytum tuberosum,p,hc,h,2.5,13.5,1047,"1, 3",6,6,6,6,0
9202029,Syringa vulgaris,p,Ph,w,3.6,15.3,881,"3, 17",6,5,6,5,0
9202032,Tamus communis,p,Gn,h,3.8,15.7,850,"1, 3",6,5,7,6,0
920503,Tanacetum parthenium,p,Ch,h,3.5,14.9,980,"3, 17",7,4,7,6,0
9202033,Tanacetum vulgare,p,hc,h,3.5,15.0,958,3,7,6,7,7,0
9202034,Taraxacum,p,hc,h,3.5,14.5,1104,"3, 5, 17",7,5,7,6,1
9202039,Taxus baccata,p,Ph,w,3.5,15.1,976,1,4,4,7,5,0
9202041,Teesdalia nudicaulis,a,Th,h,3.4,15.0,949,8,8,3,2,2,0
9202435,Tellima grandiflora,p,hc,h,3.6,15.2,974,"1, 3, 17",3,8,6,4,0
9205397,Tephroseris integrifolia,b,hc,h,3.7,16.1,774,7,7,3,8,3,0
9201893,Tephroseris palustris,p,hc,h,3.6,16.1,617,13,7,9,7,6,0
9202043,Teucrium botrys,a,Th,h,3.6,16.3,767,"3, 4, 7, 16",9,2,8,2,0
9202044,Teucrium chamaedrys,p,Ch,sw,4.2,15.7,856,"3, 7, 16",8,2,8,1,0
9202045,Teucrium scordium,p,hc,h,4.0,15.8,740,"11, 13, 14",7,8,8,4,1
9202046,Teucrium scorodonia,p,hc,h,3.5,14.5,1150,"1, 9, 16",6,4,4,3,0
9202047,Thalictrum alpinum,p,hc,h,2.0,12.1,1845,"7, 11, 15, 16",8,7,6,3,0
9202048,Thalictrum flavum,p,hc,h,3.7,15.8,762,11,7,8,7,5,0
9202049,Thalictrum minus,p,hc,h,3.4,14.0,1185,"16, 19",7,4,6,3,0
9102052,Thelypteris palustris,p,Gn,h,3.9,15.5,869,"1, 11",6,8,7,5,0
9202055,Thesium humifusum,p,Ch,h,3.8,16.2,762,7,8,3,8,3,0
9202058,Thlaspi arvense,a,Th,h,3.7,15.3,858,"3, 4",7,4,7,6,0
9202057,Thlaspi caerulescens,p,Ch,h,2.0,13.5,1314,16,8,4,6,1,0
9202059,Thlaspi perfoliatum,a,Th,h,3.3,16.0,732,"3, 16",8,4,8,2,0
9202403,Thuja plicata,p,Ph,w,3.6,15.4,977,"2, 17",4,5,5,4,0
9202060,Thymus polytrichus,p,Ch,sw,3.4,14.2,1175,"7, 16",8,4,6,2,0
9202061,Thymus pulegioides,p,Ch,sw,3.7,16.1,752,7,8,4,8,2,0
9202062,Thymus serpyllum,p,Ch,sw,3.3,16.2,606,8,8,2,5,2,0
9202063,Tilia cordata,p,Ph,w,3.5,15.5,873,1,5,5,6,5,0
9202065,Tilia cordata x platyphyllos (T. x europaea),p,Ph,w,2.4,14.4,1064,1,5,5,6,6,0
9202064,Tilia platyphyllos,p,Ph,w,3.3,15.6,816,1,4,5,7,6,0
9202066,Tofieldia pusilla,p,hc,h,0.6,11.6,1964,"7, 11",8,9,7,2,0
9202436,Tolmiea menziesii,p,hc,h,3.2,14.3,1131,1,3,6,7,7,0
9202067,Tordylium maximum,a,Th,h,4.0,16.3,739,6,7,3,6,5,0
9202068,Torilis arvensis,a,Th,h,3.7,16.2,707,4,8,4,8,4,0
9202069,Torilis japonica,a,Th,h,3.7,14.9,1004,3,7,5,7,7,0
9202070,Torilis nodosa,a,Th,h,4.1,15.9,792,"3, 6",8,5,7,6,1
9202074,Tragopogon pratensis,b,hc,h,3.6,15.3,871,6,8,4,7,5,0
9102075,Trichomanes speciosum,p,Ch,h,3.8,14.2,1390,16,2,7,7,3,0
9201859,Trichophorum alpinum,p,hc,h,2.8,14.0,858,12,8,9,2,2,0
9201858,Trichophorum cespitosum,p,hc,h,3.2,13.7,1312,"10, 12",8,8,2,1,0
9202076,Trientalis europaea,p,Gn,h,1.8,12.6,1277,"1, 2, 10",5,6,3,3,0
9202077,Trifolium arvense,a,Th,h,3.8,15.5,841,8,9,3,5,2,1
9202079,Trifolium bocconei,a,Th,h,6.5,16.2,867,16,9,4,5,2,0
9202080,Trifolium campestre,a,Th,h,3.7,15.1,939,"3, 16, 19",8,4,6,4,0
9202081,Trifolium dubium,a,Th,h,3.6,14.6,1072,6,7,4,6,5,0
9202083,Trifolium fragiferum,p,hc,h,4.0,16.0,764,6,8,7,7,6,2
9202084,Trifolium glomeratum,a,Th,h,4.6,16.3,767,8,9,3,5,2,0
9205459,Trifolium hybridum,p,hc,h,3.5,15.0,943,"3, 5",7,5,7,6,0
9207649,Trifolium incarnatum,a,Th,h,6.4,16.4,883,"3, 18",8,2,5,2,1
9202086,Trifolium incarnatum subsp.incarnatum,a,Th,h,4.0,16.1,780,3,7,4,6,5,0
9202089,Trifolium incarnatum subsp.molinerii,a,Th,h,6.4,16.4,883,18,8,2,5,2,1
9202087,Trifolium medium,p,hc,h,3.4,14.8,1008,6,7,4,6,4,0
9202088,Trifolium micranthum,a,Th,h,4.1,15.9,848,"8, 17",8,5,5,5,0
9202268,Trifolium occidentale,p,hc,h,6.3,15.9,940,18,9,4,6,2,3
9202090,Trifolium ochroleucon,p,hc,h,3.4,16.3,595,"3, 6",7,5,8,2,0
9202103,Trifolium ornithopodioides,a,Th,h,4.8,16.1,874,8,9,6,5,3,0
9202091,Trifolium pratense,p,hc,h,3.6,14.5,1100,"6, 7",7,5,7,5,0
9202092,Trifolium repens,p,hc,h,3.5,14.5,1105,"5, 6",7,5,6,6,0
9202094,Trifolium scabrum,a,Th,h,4.5,15.9,831,8,9,3,7,2,1
9202095,Trifolium squamosum,a,Th,h,4.5,16.5,757,"6, 19",9,6,7,6,3
9202097,Trifolium striatum,a,Th,h,4.0,15.7,805,8,8,3,5,2,0
9202098,Trifolium strictum,a,Th,h,5.8,15.9,874,16,9,2,5,2,0
9202099,Trifolium subterraneum,a,Th,h,4.5,16.2,805,"8, 16",8,3,4,2,0
9202100,Trifolium suffocatum,a,Th,h,4.8,16.4,774,8,8,4,4,2,0
9202101,Triglochin maritimum,p,hc,h,4.2,14.3,1181,21,8,7,7,5,4
9202102,Triglochin palustre,p,hc,h,3.4,14.2,1145,11,8,9,6,2,2
9202104,Trinia glauca,b,hc,h,4.9,16.4,889,7,9,2,8,1,0
9201241.1,Tripleurospermum inodorum,a,Th,h,3.6,14.9,967,"4, 17",8,5,6,6,0
9201241.3,Tripleurospermum maritimum,p,Ch,h,4.4,14.5,1132,"18, 19",8,5,6,6,1
9201241,Tripleurospermum maritimum sens.lat.,a,Th,h,4.4,14.5,1132,"4, 17, 18, 19",8,5,6,6,1
9202105,Trisetum flavescens,p,hc,h,3.6,15.2,900,"6, 7",7,4,7,4,0
9204367,Triticum aestivum,a,Th,h,3.8,15.6,861,"3, 4",8,5,7,7,0
9202106,Trollius europaeus,p,hc,h,2.2,13.0,1517,"11, 16",7,7,6,4,0
9202404,Tsuga heterophylla,p,Ph,w,3.4,14.9,1102,"1, 2, 17",6,6,3,3,0
920956,Tuberaria guttata,a,Th,h,5.7,15.5,1069,10,9,2,5,1,0
9202109,Tussilago farfara,p,Gn,h,3.5,14.5,1085,16,7,6,6,6,0
9202110,Typha angustifolia,p,Hy,h,3.7,15.8,775,11,8,10,7,7,1
9202111,Typha latifolia,p,Hy,h,3.8,15.1,958,11,8,10,7,7,0
9202112,Ulex europaeus,p,Pn,w,3.6,14.6,1090,10,7,5,5,3,0
9202113,Ulex gallii,p,Pn,w,4.1,15.0,1099,10,7,6,3,2,0
9202114,Ulex minor,p,Pn,w,3.9,16.4,745,10,8,6,1,2,0
9202119,Ulmus glabra,p,Ph,w,3.4,14.7,1056,1,4,5,7,6,0
9202115,Ulmus minor,p,Ph,w,3.9,16.1,764,"1, 3",5,5,7,7,0
9202121,Ulmus plotii,p,Ph,w,3.4,16.0,667,3,5,5,7,7,0
9202122,Ulmus procera,p,Ph,w,3.7,15.8,819,3,5,5,8,6,0
9202125,Umbilicus rupestris,p,hc,h,4.3,14.9,1125,"3, 16",6,4,5,4,0
9202126,Urtica dioica,p,hc,h,3.6,14.5,1102,"3, 5, 14, 17",6,6,7,8,0
9202128,Urtica urens,a,Th,h,3.7,15.0,914,"4, 17",8,5,6,8,0
9202131,Utricularia australis,p,Hy,h,4.0,15.0,1120,13,7,12,5,3,0
9202129,Utricularia intermedia sens.lat.,p,Hy,h,3.1,13.2,1545,"11, 12, 13",8,12,4,2,0
9204333,Utricularia intermedia sens.str.,p,Hy,h,,,,13,8,12,4,2,0
9202130,Utricularia minor,p,Hy,h,3.6,13.9,1321,"11, 12",8,12,4,2,0
9204334,Utricularia ochroleuca,p,Hy,h,,,,"11, 13",8,12,3,1,0
9204335,Utricularia stygia,p,Hy,h,,,,"11, 13",8,12,5,2,0
9202132,Utricularia vulgaris sens.lat.,p,Hy,h,3.6,14.4,1148,13,7,12,6,4,0
9202133,Utricularia vulgaris sens.str.,p,Hy,h,3.8,15.3,874,11,7,12,7,4,0
9201418,Vaccinium microcarpum,p,Ch,h,0.9,11.9,1339,12,7,8,1,1,0
